Tick,Aircraft X,Aircraft Y,Aircraft Heading,A1,A2,A3,A4,Radar X,Radar Y,Radar Azimuth,Radar RPM,Radar Scan Pattern
0,1100,700,43.87220510085322,-85,-85,-85,-85,1350,700,125.18938317751469,5.577609012472535,circular
1,1100,700,43.87220510085322,-85,-85,-85,-85,1350,700,130.7669921899872,5.577609012472535,circular
2,1100,700,43.87220510085322,-85,-85,-85,-85,1350,700,136.34460120245973,5.577609012472535,circular
3,1100,700,43.87220510085322,-85,-85,-85,14.513447644213304,1350,700,141.92221021493225,5.577609012472535,circular
4,1100,700,43.87220510085322,-85,-85,-85,19.91435422725632,1350,700,147.49981922740477,5.577609012472535,circular
5,1100,700,43.87220510085322,-85,-85,-85,22.496022074683278,1350,700,153.0774282398773,5.577609012472535,circular
6,1100,700,43.87220510085322,-85,-85,-85,23.971022246457757,1350,700,158.6550372523498,5.577609012472535,circular
7,1100,700,43.87220510085322,-85,-85,-85,24.78833704083229,1350,700,164.23264626482234,5.577609012472535,circular
8,1100,700,43.87220510085322,-85,-85,-85,25.452908776355446,1350,700,169.81025527729486,5.577609012472535,circular
9,1100,700,43.87220510085322,-85,-85,-85,25.80746062382631,1350,700,175.38786428976738,5.577609012472535,circular
10,1100,700,43.87220510085322,-85,-85,-85,26.035130213615616,1350,700,180.9654733022399,5.577609012472535,circular
11,1100,700,43.87220510085322,-85,-85,-85,26.077602459396946,1350,700,186.54308231471242,5.577609012472535,circular
12,1100,700,43.87220510085322,-85,-85,-85,25.9816463993744,1350,700,192.12069132718494,5.577609012472535,circular
13,1100,700,43.87220510085322,-85,-85,-85,25.684904084789977,1350,700,197.69830033965746,5.577609012472535,circular
14,1100,700,43.87220510085322,-85,-85,-85,25.263344594616918,1350,700,203.27590935213,5.577609012472535,circular
15,1100,700,43.87220510085322,-85,-85,-85,24.495315191602927,1350,700,208.8535183646025,5.577609012472535,circular
16,1100,700,43.87220510085322,-85,-85,-85,23.553218972269416,1350,700,214.43112737707503,5.577609012472535,circular
17,1100,700,43.87220510085322,-85,-85,-85,21.81335663023087,1350,700,220.00873638954755,5.577609012472535,circular
18,1100,700,43.87220510085322,-85,-85,-85,19.25639156218219,1350,700,225.58634540202007,5.577609012472535,circular
19,1100,700,43.87220510085322,-85,-85,-85,-85,1350,700,231.1639544144926,5.577609012472535,circular
20,1100,700,43.87220510085322,-85,-85,-85,-85,1350,700,236.74156342696512,5.577609012472535,circular
21,1100,700,43.87220510085322,-85,-85,-85,-85,1350,700,242.31917243943764,5.577609012472535,circular
22,1100,700,43.87220510085322,-85,-85,-85,-85,1350,700,247.89678145191016,5.577609012472535,circular
23,1100,700,43.87220510085322,-85,-85,-85,-85,1350,700,253.47439046438268,5.577609012472535,circular
24,1100,700,43.87220510085322,-85,-85,-85,-85,1350,700,259.0519994768552,5.577609012472535,circular
25,1100,700,43.87220510085322,-85,-85,-85,-85,1350,700,264.6296084893277,5.577609012472535,circular
26,1100,700,43.87220510085322,-85,-85,-85,-85,1350,700,270.20721750180024,5.577609012472535,circular
27,1100,700,43.87220510085322,-85,-85,-85,-85,1350,700,275.78482651427277,5.577609012472535,circular
28,1100,700,43.87220510085322,-85,-85,-85,-85,1350,700,281.3624355267453,5.577609012472535,circular
29,1100,700,43.87220510085322,-85,-85,-85,-85,1350,700,286.9400445392178,5.577609012472535,circular
