Tick,Aircraft X,Aircraft Y,Aircraft Heading,A1,A2,A3,A4,Radar X,Radar Y,Radar Azimuth,Radar RPM,Radar Scan Pattern
0,1100,700,52.78519679762891,-85,-85,-85,-85,1350,700,261.09793026252623,10.168071379105251,circular
1,1100,700,52.78519679762891,-85,-85,-85,-85,1350,700,271.2660016416315,10.168071379105251,circular
2,1100,700,52.78519679762891,-85,-85,-85,-85,1350,700,281.4340730207367,10.168071379105251,circular
3,1100,700,52.78519679762891,-85,-85,-85,-85,1350,700,291.60214439984196,10.168071379105251,circular
4,1100,700,52.78519679762891,-85,-85,-85,-85,1350,700,301.7702157789472,10.168071379105251,circular
5,1100,700,52.78519679762891,-85,-85,-85,-85,1350,700,311.93828715805245,10.168071379105251,circular
6,1100,700,52.78519679762891,-85,-85,-85,-85,1350,700,322.1063585371577,10.168071379105251,circular
7,1100,700,52.78519679762891,-85,-85,-85,-85,1350,700,332.27442991626293,10.168071379105251,circular
8,1100,700,52.78519679762891,-85,-85,-85,-85,1350,700,342.4425012953682,10.168071379105251,circular
9,1100,700,52.78519679762891,-85,-85,-85,-85,1350,700,352.6105726744734,10.168071379105251,circular
10,1100,700,52.78519679762891,-85,-85,-85,-85,1350,700,2.7786440535786596,10.168071379105251,circular
11,1100,700,52.78519679762891,-85,-85,-85,-85,1350,700,12.946715432683911,10.168071379105251,circular
12,1100,700,52.78519679762891,-85,-85,-85,-85,1350,700,23.114786811789163,10.168071379105251,circular
13,1100,700,52.78519679762891,-85,-85,-85,-85,1350,700,33.282858190894416,10.168071379105251,circular
14,1100,700,52.78519679762891,-85,-85,-85,-85,1350,700,43.450929569999666,10.168071379105251,circular
15,1100,700,52.78519679762891,-85,-85,-85,-85,1350,700,53.619000949104915,10.168071379105251,circular
16,1100,700,52.78519679762891,-85,-85,-85,-85,1350,700,63.787072328210165,10.168071379105251,circular
17,1100,700,52.78519679762891,-85,-85,-85,-85,1350,700,73.95514370731541,10.168071379105251,circular
18,1100,700,52.78519679762891,-85,-85,-85,-85,1350,700,84.12321508642067,10.168071379105251,circular
19,1100,700,52.78519679762891,-85,-85,-85,-85,1350,700,94.29128646552593,10.168071379105251,circular
20,1100,700,52.78519679762891,-85,-85,-85,-85,1350,700,104.45935784463119,10.168071379105251,circular
21,1100,700,52.78519679762891,-85,-85,-85,-85,1350,700,114.62742922373644,10.168071379105251,circular
22,1100,700,52.78519679762891,-85,-85,-85,-85,1350,700,124.7955006028417,10.168071379105251,circular
23,1100,700,52.78519679762891,-85,-85,-85,-85,1350,700,134.96357198194696,10.168071379105251,circular
24,1100,700,52.78519679762891,-85,-85,-85,11.505794098357505,1350,700,145.1316433610522,10.168071379105251,circular
25,1100,700,52.78519679762891,-85,-85,20.48098321025059,21.813356630230874,1350,700,155.29971474015744,10.168071379105251,circular
26,1100,700,52.78519679762891,-85,-85,23.971022246457757,24.33271141113945,1350,700,165.46778611926268,10.168071379105251,circular
27,1100,700,52.78519679762891,-85,-85,25.36180729449956,25.536951728381826,1350,700,175.63585749836793,10.168071379105251,circular
28,1100,700,52.78519679762891,-85,-85,25.9816463993744,26.035130213615616,1350,700,185.80392887747317,10.168071379105251,circular
29,1100,700,52.78519679762891,-85,-85,26.053745949214605,25.9816463993744,1350,700,195.9720002565784,10.168071379105251,circular
30,1100,700,52.78519679762891,-85,-85,25.614204328866276,25.361807294499556,1350,700,206.14007163568365,10.168071379105251,circular
31,1100,700,52.78519679762891,-85,-85,24.495315191602927,23.97102224645776,1350,700,216.3081430147889,10.168071379105251,circular
32,1100,700,52.78519679762891,-85,-85,21.81335663023087,20.97742610025735,1350,700,226.47621439389414,10.168071379105251,circular
33,1100,700,52.78519679762891,-85,-85,11.50579409835762,-85,1350,700,236.64428577299938,10.168071379105251,circular
34,1100,700,52.78519679762891,-85,-85,-85,-85,1350,700,246.81235715210462,10.168071379105251,circular
35,1100,700,52.78519679762891,-85,-85,-85,-85,1350,700,256.9804285312099,10.168071379105251,circular
36,1100,700,52.78519679762891,-85,-85,-85,-85,1350,700,267.14849991031514,10.168071379105251,circular
37,1100,700,52.78519679762891,-85,-85,-85,-85,1350,700,277.3165712894204,10.168071379105251,circular
