Tick,Aircraft X,Aircraft Y,Aircraft Heading,A1,A2,A3,A4,Radar X,Radar Y,Radar Azimuth,Radar RPM,Radar Scan Pattern
0,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,354.7386832260227,4.204211658646396,circular
1,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,358.9428948846691,4.204211658646396,circular
2,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,3.1471065433154877,4.204211658646396,circular
3,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,7.351318201961884,4.204211658646396,circular
4,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,11.55552986060828,4.204211658646396,circular
5,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,15.759741519254675,4.204211658646396,circular
6,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,19.96395317790107,4.204211658646396,circular
7,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,24.16816483654747,4.204211658646396,circular
8,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,28.372376495193866,4.204211658646396,circular
9,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,32.57658815384026,4.204211658646396,circular
10,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,36.780799812486656,4.204211658646396,circular
11,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,40.98501147113305,4.204211658646396,circular
12,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,45.18922312977944,4.204211658646396,circular
13,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,49.393434788425836,4.204211658646396,circular
14,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,53.59764644707223,4.204211658646396,circular
15,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,57.80185810571862,4.204211658646396,circular
16,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,62.006069764365016,4.204211658646396,circular
17,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,66.21028142301141,4.204211658646396,circular
18,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,70.41449308165781,4.204211658646396,circular
19,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,74.61870474030421,4.204211658646396,circular
20,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,78.82291639895061,4.204211658646396,circular
21,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,83.02712805759701,4.204211658646396,circular
22,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,87.23133971624341,4.204211658646396,circular
23,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,91.43555137488981,4.204211658646396,circular
24,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,95.63976303353621,4.204211658646396,circular
25,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,99.84397469218261,4.204211658646396,circular
26,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,104.04818635082901,4.204211658646396,circular
27,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,108.25239800947541,4.204211658646396,circular
28,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,112.45660966812181,4.204211658646396,circular
29,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,116.66082132676821,4.204211658646396,circular
30,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,120.86503298541462,4.204211658646396,circular
31,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,125.06924464406102,4.204211658646396,circular
32,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,129.27345630270742,4.204211658646396,circular
33,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,133.4776679613538,4.204211658646396,circular
34,1100,700,16.31346881176952,11.505794098357505,-85,-85,-85,1350,700,137.6818796200002,4.204211658646396,circular
35,1100,700,16.31346881176952,18.47430475951294,-85,-85,14.513447644213304,1350,700,141.88609127864657,4.204211658646396,circular
36,1100,700,16.31346881176952,20.97742610025734,-85,-85,19.25639156218217,1350,700,146.09030293729296,4.204211658646396,circular
37,1100,700,16.31346881176952,22.793695368992218,-85,-85,21.41811930585211,1350,700,150.29451459593935,4.204211658646396,circular
38,1100,700,16.31346881176952,23.769789312347285,-85,-85,23.06730250275713,1350,700,154.49872625458573,4.204211658646396,circular
39,1100,700,16.31346881176952,24.495315191602927,-85,-85,23.971022246457757,1350,700,158.70293791323212,4.204211658646396,circular
40,1100,700,16.31346881176952,25.042923900792417,-85,-85,24.646943359767004,1350,700,162.9071495718785,4.204211658646396,circular
41,1100,700,16.31346881176952,25.452908776355446,-85,-85,25.157178905256924,1350,700,167.1113612305249,4.204211658646396,circular
42,1100,700,16.31346881176952,25.80746062382631,-85,-85,25.536951728381826,1350,700,171.31557288917128,4.204211658646396,circular
43,1100,700,16.31346881176952,25.9816463993744,-85,-85,25.859665714847075,1350,700,175.51978454781766,4.204211658646396,circular
44,1100,700,16.31346881176952,26.067010357935978,-85,-85,26.011117049096303,1350,700,179.72399620646405,4.204211658646396,circular
45,1100,700,16.31346881176952,26.074956048612798,-85,-85,26.074956048612798,1350,700,183.92820786511044,4.204211658646396,circular
46,1100,700,16.31346881176952,26.011117049096303,-85,-85,26.067010357935978,1350,700,188.13241952375682,4.204211658646396,circular
47,1100,700,16.31346881176952,25.807460623826316,-85,-85,25.9816463993744,1350,700,192.3366311824032,4.204211658646396,circular
48,1100,700,16.31346881176952,25.536951728381826,-85,-85,25.7492610641292,1350,700,196.5408428410496,4.204211658646396,circular
49,1100,700,16.31346881176952,25.157178905256924,-85,-85,25.452908776355446,1350,700,200.74505449969598,4.204211658646396,circular
50,1100,700,16.31346881176952,24.646943359767004,-85,-85,25.042923900792417,1350,700,204.94926615834237,4.204211658646396,circular
51,1100,700,16.31346881176952,23.97102224645776,-85,-85,24.495315191602927,1350,700,209.15347781698875,4.204211658646396,circular
52,1100,700,16.31346881176952,22.793695368992225,-85,-85,23.553218972269416,1350,700,213.35768947563514,4.204211658646396,circular
53,1100,700,16.31346881176952,21.418119305852123,-85,-85,22.496022074683278,1350,700,217.56190113428153,4.204211658646396,circular
54,1100,700,16.31346881176952,19.25639156218219,-85,-85,20.97742610025735,1350,700,221.7661127929279,4.204211658646396,circular
55,1100,700,16.31346881176952,14.513447644213265,-85,-85,18.474304759512954,1350,700,225.9703244515743,4.204211658646396,circular
56,1100,700,16.31346881176952,-85,-85,-85,11.50579409835762,1350,700,230.17453611022069,4.204211658646396,circular
57,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,234.37874776886707,4.204211658646396,circular
58,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,238.58295942751346,4.204211658646396,circular
59,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,242.78717108615984,4.204211658646396,circular
60,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,246.99138274480623,4.204211658646396,circular
61,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,251.19559440345262,4.204211658646396,circular
62,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,255.399806062099,4.204211658646396,circular
63,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,259.6040177207454,4.204211658646396,circular
64,1100,700,16.31346881176952,-85,-85,-85,-85,1350,700,263.8082293793918,4.204211658646396,circular
