Tick,Aircraft X,Aircraft Y,Aircraft Heading,A1,A2,A3,A4,Radar X,Radar Y,Radar Azimuth,Radar RPM,Radar Scan Pattern
0,1100,700,352.14346804552326,-85,-85,-85,-85,1350,700,282.4320327728564,5.987755019313134,circular
1,1100,700,352.14346804552326,-85,-85,-85,-85,1350,700,288.41978779216953,5.987755019313134,circular
2,1100,700,352.14346804552326,-85,-85,-85,-85,1350,700,294.40754281148264,5.987755019313134,circular
3,1100,700,352.14346804552326,-85,-85,-85,-85,1350,700,300.39529783079576,5.987755019313134,circular
4,1100,700,352.14346804552326,-85,-85,-85,-85,1350,700,306.38305285010887,5.987755019313134,circular
5,1100,700,352.14346804552326,-85,-85,-85,-85,1350,700,312.370807869422,5.987755019313134,circular
6,1100,700,352.14346804552326,-85,-85,-85,-85,1350,700,318.3585628887351,5.987755019313134,circular
7,1100,700,352.14346804552326,-85,-85,-85,-85,1350,700,324.3463179080482,5.987755019313134,circular
8,1100,700,352.14346804552326,-85,-85,-85,-85,1350,700,330.3340729273613,5.987755019313134,circular
9,1100,700,352.14346804552326,-85,-85,-85,-85,1350,700,336.32182794667443,5.987755019313134,circular
10,1100,700,352.14346804552326,-85,-85,-85,-85,1350,700,342.30958296598754,5.987755019313134,circular
11,1100,700,352.14346804552326,-85,-85,-85,-85,1350,700,348.29733798530066,5.987755019313134,circular
12,1100,700,352.14346804552326,-85,-85,-85,-85,1350,700,354.28509300461377,5.987755019313134,circular
13,1100,700,352.14346804552326,-85,-85,-85,-85,1350,700,0.27284802392688334,5.987755019313134,circular
14,1100,700,352.14346804552326,-85,-85,-85,-85,1350,700,6.2606030432400175,5.987755019313134,circular
15,1100,700,352.14346804552326,-85,-85,-85,-85,1350,700,12.248358062553152,5.987755019313134,circular
16,1100,700,352.14346804552326,-85,-85,-85,-85,1350,700,18.236113081866286,5.987755019313134,circular
17,1100,700,352.14346804552326,-85,-85,-85,-85,1350,700,24.22386810117942,5.987755019313134,circular
18,1100,700,352.14346804552326,-85,-85,-85,-85,1350,700,30.211623120492554,5.987755019313134,circular
