Tick,Aircraft X,Aircraft Y,Aircraft Heading,A1,A2,A3,A4,Radar X,Radar Y,Radar Azimuth,Radar RPM,Radar Scan Pattern
3,1100,700,301.20116811102713,26.077602459396946,26.067010357935978,-85,-85,1350,700,187.3466529599007,6.690375049756056,circular
57,1100,700,301.20116811102713,26.074956048612798,26.035130213615616,-85,-85,1350,700,188.6269056467273,6.690375049756056,circular
110,1100,700,301.20116811102713,26.035130213615616,26.074956048612798,-85,-85,1350,700,183.21678328379787,6.690375049756056,circular
164,1100,700,301.20116811102713,26.067010357935978,26.077602459396946,-85,-85,1350,700,184.49703597062447,6.690375049756056,circular
218,1100,700,301.20116811102713,26.074956048612798,26.074956048612798,-85,-85,1350,700,185.77728865745107,6.690375049756056,circular
272,1100,700,301.20116811102713,26.077602459396946,26.067010357935978,-85,-85,1350,700,187.05754134427767,6.690375049756056,circular
326,1100,700,301.20116811102713,26.074956048612798,26.053745949214605,-85,-85,1350,700,188.33779403110427,6.690375049756056,circular
379,1100,700,301.20116811102713,26.035130213615616,26.074956048612798,-85,-85,1350,700,182.92767166817484,6.690375049756056,circular
433,1100,700,301.20116811102713,26.053745949214605,26.077602459396946,-85,-85,1350,700,184.20792435500144,6.690375049756056,circular
487,1100,700,301.20116811102713,26.074956048612798,26.074956048612798,-85,-85,1350,700,185.48817704182804,6.690375049756056,circular
541,1100,700,301.20116811102713,26.077602459396946,26.067010357935978,-85,-85,1350,700,186.76842972865464,6.690375049756056,circular
595,1100,700,301.20116811102713,26.077602459396946,26.053745949214605,-85,-85,1350,700,188.04868241548124,6.690375049756056,circular
648,1100,700,301.20116811102713,26.035130213615616,26.074956048612798,-85,-85,1350,700,182.6385600525518,6.690375049756056,circular
702,1100,700,301.20116811102713,26.053745949214605,26.077602459396946,-85,-85,1350,700,183.9188127393784,6.690375049756056,circular
756,1100,700,301.20116811102713,26.067010357935978,26.077602459396946,-85,-85,1350,700,185.199065426205,6.690375049756056,circular
810,1100,700,301.20116811102713,26.077602459396946,26.067010357935978,-85,-85,1350,700,186.4793181130316,6.690375049756056,circular
864,1100,700,301.20116811102713,26.077602459396946,26.053745949214605,-85,-85,1350,700,187.7595707998582,6.690375049756056,circular
918,1100,700,301.20116811102713,26.074956048612798,26.035130213615616,-85,-85,1350,700,189.03982348668484,6.690375049756056,circular
971,1100,700,301.20116811102713,26.053745949214605,26.077602459396946,-85,-85,1350,700,183.62970112375538,6.690375049756056,circular
