Tick,Aircraft X,Aircraft Y,Aircraft Heading,A1,A2,A3,A4,Radar X,Radar Y,Radar Azimuth,Radar RPM,Radar Scan Pattern
9,1100,700,227.60393390783008,26.067010357935978,26.077602459396946,-85,-85,1350,700,195.35106968056814,15.50188064501587,circular
32,1100,700,227.60393390783008,26.011117049096303,26.053745949214605,-85,-85,1350,700,191.89432451593322,15.50188064501587,circular
56,1100,700,227.60393390783008,25.9816463993744,25.906018829630398,-85,-85,1350,700,203.93945999631413,15.50188064501587,circular
79,1100,700,227.60393390783008,26.067010357935978,26.011117049096303,-85,-85,1350,700,200.4827148316792,15.50188064501587,circular
102,1100,700,227.60393390783008,26.077602459396946,26.074956048612798,-85,-85,1350,700,197.02596966704428,15.50188064501587,circular
125,1100,700,227.60393390783008,26.035130213615616,26.074956048612798,-85,-85,1350,700,193.56922450240936,15.50188064501587,circular
148,1100,700,227.60393390783008,25.946643644493044,26.011117049096303,-85,-85,1350,700,190.11247933777437,15.50188064501587,circular
172,1100,700,227.60393390783008,26.035130213615616,25.9816463993744,-85,-85,1350,700,202.15761481815528,15.50188064501587,circular
195,1100,700,227.60393390783008,26.077602459396946,26.053745949214605,-85,-85,1350,700,198.70086965352036,15.50188064501587,circular
218,1100,700,227.60393390783008,26.067010357935978,26.077602459396946,-85,-85,1350,700,195.24412448888543,15.50188064501587,circular
241,1100,700,227.60393390783008,25.9816463993744,26.053745949214605,-85,-85,1350,700,191.7873793242505,15.50188064501587,circular
265,1100,700,227.60393390783008,25.9816463993744,25.906018829630398,-85,-85,1350,700,203.83251480463142,15.50188064501587,circular
288,1100,700,227.60393390783008,26.067010357935978,26.035130213615616,-85,-85,1350,700,200.3757696399965,15.50188064501587,circular
311,1100,700,227.60393390783008,26.077602459396946,26.074956048612798,-85,-85,1350,700,196.91902447536157,15.50188064501587,circular
334,1100,700,227.60393390783008,26.035130213615616,26.074956048612798,-85,-85,1350,700,193.46227931072664,15.50188064501587,circular
357,1100,700,227.60393390783008,25.946643644493044,26.011117049096303,-85,-85,1350,700,190.0055341460917,15.50188064501587,circular
381,1100,700,227.60393390783008,26.035130213615616,25.9816463993744,-85,-85,1350,700,202.05066962647263,15.50188064501587,circular
404,1100,700,227.60393390783008,26.077602459396946,26.053745949214605,-85,-85,1350,700,198.5939244618377,15.50188064501587,circular
427,1100,700,227.60393390783008,26.067010357935978,26.077602459396946,-85,-85,1350,700,195.13717929720278,15.50188064501587,circular
450,1100,700,227.60393390783008,25.9816463993744,26.053745949214605,-85,-85,1350,700,191.68043413256785,15.50188064501587,circular
474,1100,700,227.60393390783008,26.011117049096303,25.906018829630398,-85,-85,1350,700,203.72556961294876,15.50188064501587,circular
497,1100,700,227.60393390783008,26.067010357935978,26.035130213615616,-85,-85,1350,700,200.26882444831384,15.50188064501587,circular
520,1100,700,227.60393390783008,26.077602459396946,26.074956048612798,-85,-85,1350,700,196.8120792836789,15.50188064501587,circular
543,1100,700,227.60393390783008,26.035130213615616,26.067010357935978,-85,-85,1350,700,193.355334119044,15.50188064501587,circular
566,1100,700,227.60393390783008,25.946643644493044,26.011117049096303,-85,-85,1350,700,189.89858895440904,15.50188064501587,circular
590,1100,700,227.60393390783008,26.035130213615616,25.9816463993744,-85,-85,1350,700,201.94372443478997,15.50188064501587,circular
613,1100,700,227.60393390783008,26.077602459396946,26.053745949214605,-85,-85,1350,700,198.48697927015505,15.50188064501587,circular
636,1100,700,227.60393390783008,26.067010357935978,26.077602459396946,-85,-85,1350,700,195.03023410552012,15.50188064501587,circular
659,1100,700,227.60393390783008,25.9816463993744,26.053745949214605,-85,-85,1350,700,191.5734889408852,15.50188064501587,circular
683,1100,700,227.60393390783008,26.011117049096303,25.906018829630398,-85,-85,1350,700,203.6186244212661,15.50188064501587,circular
706,1100,700,227.60393390783008,26.067010357935978,26.035130213615616,-85,-85,1350,700,200.16187925663118,15.50188064501587,circular
729,1100,700,227.60393390783008,26.074956048612798,26.074956048612798,-85,-85,1350,700,196.70513409199626,15.50188064501587,circular
752,1100,700,227.60393390783008,26.035130213615616,26.067010357935978,-85,-85,1350,700,193.24838892736133,15.50188064501587,circular
775,1100,700,227.60393390783008,25.906018829630398,26.011117049096303,-85,-85,1350,700,189.79164376272638,15.50188064501587,circular
799,1100,700,227.60393390783008,26.035130213615616,25.9816463993744,-85,-85,1350,700,201.83677924310732,15.50188064501587,circular
822,1100,700,227.60393390783008,26.077602459396946,26.067010357935978,-85,-85,1350,700,198.3800340784724,15.50188064501587,circular
845,1100,700,227.60393390783008,26.067010357935978,26.077602459396946,-85,-85,1350,700,194.92328891383747,15.50188064501587,circular
868,1100,700,227.60393390783008,25.9816463993744,26.053745949214605,-85,-85,1350,700,191.46654374920254,15.50188064501587,circular
892,1100,700,227.60393390783008,26.011117049096303,25.906018829630398,-85,-85,1350,700,203.51167922958345,15.50188064501587,circular
915,1100,700,227.60393390783008,26.067010357935978,26.035130213615616,-85,-85,1350,700,200.05493406494853,15.50188064501587,circular
938,1100,700,227.60393390783008,26.074956048612798,26.074956048612798,-85,-85,1350,700,196.5981889003136,15.50188064501587,circular
961,1100,700,227.60393390783008,26.035130213615616,26.067010357935978,-85,-85,1350,700,193.14144373567868,15.50188064501587,circular
984,1100,700,227.60393390783008,25.906018829630398,26.011117049096303,-85,-85,1350,700,189.68469857104373,15.50188064501587,circular
