Tick,Aircraft X,Aircraft Y,Aircraft Heading,A1,A2,A3,A4,Radar X,Radar Y,Radar Azimuth,Radar RPM
1,1100,700,269.9173160911925,26.077602459396946,26.067010357935978,-85,-85,1350,700,186.79282917129396,5.469656681716811
67,1100,700,269.9173160911925,26.077602459396946,26.053745949214605,-85,-85,1350,700,187.79017016460304,5.469656681716811
132,1100,700,269.9173160911925,26.053745949214605,26.077602459396946,-85,-85,1350,700,183.3178544761953,5.469656681716811
198,1100,700,269.9173160911925,26.067010357935978,26.077602459396946,-85,-85,1350,700,184.31519546950432,5.469656681716811
264,1100,700,269.9173160911925,26.074956048612798,26.074956048612798,-85,-85,1350,700,185.31253646281337,5.469656681716811
330,1100,700,269.9173160911925,26.077602459396946,26.067010357935978,-85,-85,1350,700,186.30987745612245,5.469656681716811
396,1100,700,269.9173160911925,26.077602459396946,26.053745949214605,-85,-85,1350,700,187.30721844943153,5.469656681716811
461,1100,700,269.9173160911925,26.035130213615616,26.077602459396946,-85,-85,1350,700,182.8349027610238,5.469656681716811
527,1100,700,269.9173160911925,26.053745949214605,26.077602459396946,-85,-85,1350,700,183.83224375433286,5.469656681716811
593,1100,700,269.9173160911925,26.067010357935978,26.074956048612798,-85,-85,1350,700,184.8295847476419,5.469656681716811
659,1100,700,269.9173160911925,26.074956048612798,26.067010357935978,-85,-85,1350,700,185.82692574095094,5.469656681716811
725,1100,700,269.9173160911925,26.077602459396946,26.053745949214605,-85,-85,1350,700,186.82426673426002,5.469656681716811
791,1100,700,269.9173160911925,26.077602459396946,26.035130213615616,-85,-85,1350,700,187.8216077275691,5.469656681716811
856,1100,700,269.9173160911925,26.053745949214605,26.077602459396946,-85,-85,1350,700,183.34929203916136,5.469656681716811
922,1100,700,269.9173160911925,26.067010357935978,26.077602459396946,-85,-85,1350,700,184.34663303247038,5.469656681716811
988,1100,700,269.9173160911925,26.074956048612798,26.074956048612798,-85,-85,1350,700,185.34397402577943,5.469656681716811
