Tick,Aircraft X,Aircraft Y,Aircraft Heading,A1,A2,A3,A4,Radar X,Radar Y,Radar Azimuth,Radar RPM
75,1100,700,28.507219759911653,26.077602459396946,-85,-85,26.067010357935978,1350,700,182.80556141629373,4.553738866135199
154,1100,700,28.507219759911653,26.077602459396946,-85,-85,26.067010357935978,1350,700,182.55093184097424,4.553738866135199
233,1100,700,28.507219759911653,26.077602459396946,-85,-85,26.067010357935978,1350,700,182.29630226565473,4.553738866135199
312,1100,700,28.507219759911653,26.077602459396946,-85,-85,26.053745949214605,1350,700,182.04167269033516,4.553738866135199
391,1100,700,28.507219759911653,26.077602459396946,-85,-85,26.053745949214605,1350,700,181.78704311501562,4.553738866135199
470,1100,700,28.507219759911653,26.077602459396946,-85,-85,26.053745949214605,1350,700,181.53241353969608,4.553738866135199
550,1100,700,28.507219759911653,26.053745949214605,-85,-85,26.077602459396946,1350,700,185.83152283051174,4.553738866135199
629,1100,700,28.507219759911653,26.053745949214605,-85,-85,26.077602459396946,1350,700,185.57689325519223,4.553738866135199
708,1100,700,28.507219759911653,26.067010357935978,-85,-85,26.077602459396946,1350,700,185.3222636798727,4.553738866135199
787,1100,700,28.507219759911653,26.067010357935978,-85,-85,26.077602459396946,1350,700,185.06763410455315,4.553738866135199
866,1100,700,28.507219759911653,26.067010357935978,-85,-85,26.077602459396946,1350,700,184.8130045292336,4.553738866135199
945,1100,700,28.507219759911653,26.067010357935978,-85,-85,26.077602459396946,1350,700,184.55837495391407,4.553738866135199
