Tick,Aircraft X,Aircraft Y,Aircraft Heading,A1,A2,A3,A4,Radar X,Radar Y,Radar Azimuth,Radar RPM,Radar Scan Pattern
6,1100,700,284.3398194459974,26.053745949214605,26.077602459396946,-85,-85,1350,700,189.6067258229843,11.737011308296106,circular
37,1100,700,284.3398194459974,26.077602459396946,26.053745949214605,-85,-85,1350,700,193.45407638016377,11.737011308296106,circular
67,1100,700,284.3398194459974,25.946643644493044,26.035130213615616,-85,-85,1350,700,185.56441562904715,11.737011308296106,circular
98,1100,700,284.3398194459974,26.053745949214605,26.077602459396946,-85,-85,1350,700,189.41176618622663,11.737011308296106,circular
129,1100,700,284.3398194459974,26.077602459396946,26.053745949214605,-85,-85,1350,700,193.25911674340614,11.737011308296106,circular
159,1100,700,284.3398194459974,25.946643644493044,26.035130213615616,-85,-85,1350,700,185.36945599228952,11.737011308296106,circular
190,1100,700,284.3398194459974,26.053745949214605,26.077602459396946,-85,-85,1350,700,189.216806549469,11.737011308296106,circular
221,1100,700,284.3398194459974,26.077602459396946,26.053745949214605,-85,-85,1350,700,193.0641571066485,11.737011308296106,circular
252,1100,700,284.3398194459974,26.053745949214605,25.946643644493044,-85,-85,1350,700,196.911507663828,11.737011308296106,circular
282,1100,700,284.3398194459974,26.053745949214605,26.077602459396946,-85,-85,1350,700,189.02184691271137,11.737011308296106,circular
313,1100,700,284.3398194459974,26.077602459396946,26.053745949214605,-85,-85,1350,700,192.86919746989088,11.737011308296106,circular
344,1100,700,284.3398194459974,26.053745949214605,25.9816463993744,-85,-85,1350,700,196.71654802707036,11.737011308296106,circular
374,1100,700,284.3398194459974,26.035130213615616,26.077602459396946,-85,-85,1350,700,188.82688727595374,11.737011308296106,circular
405,1100,700,284.3398194459974,26.077602459396946,26.067010357935978,-85,-85,1350,700,192.67423783313325,11.737011308296106,circular
436,1100,700,284.3398194459974,26.053745949214605,25.9816463993744,-85,-85,1350,700,196.52158839031273,11.737011308296106,circular
466,1100,700,284.3398194459974,26.035130213615616,26.074956048612798,-85,-85,1350,700,188.6319276391961,11.737011308296106,circular
497,1100,700,284.3398194459974,26.077602459396946,26.067010357935978,-85,-85,1350,700,192.47927819637562,11.737011308296106,circular
528,1100,700,284.3398194459974,26.053745949214605,25.9816463993744,-85,-85,1350,700,196.3266287535551,11.737011308296106,circular
558,1100,700,284.3398194459974,26.035130213615616,26.074956048612798,-85,-85,1350,700,188.43696800243848,11.737011308296106,circular
589,1100,700,284.3398194459974,26.077602459396946,26.067010357935978,-85,-85,1350,700,192.284318559618,11.737011308296106,circular
620,1100,700,284.3398194459974,26.053745949214605,25.9816463993744,-85,-85,1350,700,196.13166911679747,11.737011308296106,circular
650,1100,700,284.3398194459974,26.035130213615616,26.074956048612798,-85,-85,1350,700,188.24200836568085,11.737011308296106,circular
681,1100,700,284.3398194459974,26.077602459396946,26.067010357935978,-85,-85,1350,700,192.08935892286036,11.737011308296106,circular
712,1100,700,284.3398194459974,26.067010357935978,25.9816463993744,-85,-85,1350,700,195.93670948003984,11.737011308296106,circular
742,1100,700,284.3398194459974,26.035130213615616,26.074956048612798,-85,-85,1350,700,188.04704872892322,11.737011308296106,circular
773,1100,700,284.3398194459974,26.074956048612798,26.067010357935978,-85,-85,1350,700,191.89439928610275,11.737011308296106,circular
804,1100,700,284.3398194459974,26.067010357935978,25.9816463993744,-85,-85,1350,700,195.74174984328226,11.737011308296106,circular
834,1100,700,284.3398194459974,26.011117049096303,26.074956048612798,-85,-85,1350,700,187.85208909216564,11.737011308296106,circular
865,1100,700,284.3398194459974,26.074956048612798,26.074956048612798,-85,-85,1350,700,191.69943964934518,11.737011308296106,circular
896,1100,700,284.3398194459974,26.067010357935978,26.011117049096303,-85,-85,1350,700,195.5467902065247,11.737011308296106,circular
926,1100,700,284.3398194459974,26.011117049096303,26.067010357935978,-85,-85,1350,700,187.65712945540807,11.737011308296106,circular
957,1100,700,284.3398194459974,26.074956048612798,26.074956048612798,-85,-85,1350,700,191.5044800125876,11.737011308296106,circular
988,1100,700,284.3398194459974,26.067010357935978,26.011117049096303,-85,-85,1350,700,195.35183056976712,11.737011308296106,circular
