Tick,Aircraft X,Aircraft Y,Aircraft Heading,A1,A2,A3,A4,Radar X,Radar Y,Radar Azimuth,Radar RPM
8,1100,700,10.59273118622869,26.053745949214605,-85,-85,26.077602459396946,1350,700,199.24570924760198,17.73541054106618
28,1100,700,10.59273118622869,26.074956048612798,-85,-85,26.011117049096303,1350,700,193.95392006892567,17.73541054106618
49,1100,700,10.59273118622869,25.807460623826316,-85,-85,25.946643644493044,1350,700,206.39754143131555,17.73541054106618
69,1100,700,10.59273118622869,26.011117049096303,-85,-85,26.067010357935978,1350,700,201.10575225263923,17.73541054106618
89,1100,700,10.59273118622869,26.077602459396946,-85,-85,26.053745949214605,1350,700,195.81396307396292,17.73541054106618
109,1100,700,10.59273118622869,26.011117049096303,-85,-85,25.906018829630398,1350,700,190.5221738952866,17.73541054106618
130,1100,700,10.59273118622869,25.946643644493044,-85,-85,26.053745949214605,1350,700,202.9657952576765,17.73541054106618
150,1100,700,10.59273118622869,26.074956048612798,-85,-85,26.074956048612798,1350,700,197.67400607900018,17.73541054106618
170,1100,700,10.59273118622869,26.053745949214605,-85,-85,25.9816463993744,1350,700,192.38221690032387,17.73541054106618
191,1100,700,10.59273118622869,25.859665714847075,-85,-85,26.011117049096303,1350,700,204.82583826271375,17.73541054106618
211,1100,700,10.59273118622869,26.053745949214605,-85,-85,26.077602459396946,1350,700,199.53404908403743,17.73541054106618
231,1100,700,10.59273118622869,26.074956048612798,-85,-85,26.035130213615616,1350,700,194.24225990536112,17.73541054106618
251,1100,700,10.59273118622869,25.9816463993744,-85,-85,25.80746062382631,1350,700,188.9504707266848,17.73541054106618
272,1100,700,10.59273118622869,26.011117049096303,-85,-85,26.067010357935978,1350,700,201.3940920890747,17.73541054106618
292,1100,700,10.59273118622869,26.077602459396946,-85,-85,26.067010357935978,1350,700,196.10230291039838,17.73541054106618
312,1100,700,10.59273118622869,26.035130213615616,-85,-85,25.906018829630398,1350,700,190.81051373172207,17.73541054106618
333,1100,700,10.59273118622869,25.946643644493044,-85,-85,26.035130213615616,1350,700,203.25413509411194,17.73541054106618
353,1100,700,10.59273118622869,26.067010357935978,-85,-85,26.074956048612798,1350,700,197.96234591543563,17.73541054106618
373,1100,700,10.59273118622869,26.053745949214605,-85,-85,25.9816463993744,1350,700,192.67055673675932,17.73541054106618
394,1100,700,10.59273118622869,25.859665714847075,-85,-85,25.9816463993744,1350,700,205.1141780991492,17.73541054106618
414,1100,700,10.59273118622869,26.035130213615616,-85,-85,26.077602459396946,1350,700,199.8223889204729,17.73541054106618
434,1100,700,10.59273118622869,26.074956048612798,-85,-85,26.035130213615616,1350,700,194.53059974179658,17.73541054106618
454,1100,700,10.59273118622869,25.9816463993744,-85,-85,25.859665714847075,1350,700,189.23881056312027,17.73541054106618
475,1100,700,10.59273118622869,26.011117049096303,-85,-85,26.067010357935978,1350,700,201.68243192551014,17.73541054106618
495,1100,700,10.59273118622869,26.077602459396946,-85,-85,26.067010357935978,1350,700,196.39064274683383,17.73541054106618
515,1100,700,10.59273118622869,26.035130213615616,-85,-85,25.946643644493044,1350,700,191.09885356815752,17.73541054106618
536,1100,700,10.59273118622869,25.946643644493044,-85,-85,26.035130213615616,1350,700,203.5424749305474,17.73541054106618
556,1100,700,10.59273118622869,26.067010357935978,-85,-85,26.077602459396946,1350,700,198.2506857518711,17.73541054106618
576,1100,700,10.59273118622869,26.067010357935978,-85,-85,25.9816463993744,1350,700,192.95889657319478,17.73541054106618
597,1100,700,10.59273118622869,25.859665714847075,-85,-85,25.9816463993744,1350,700,205.40251793558465,17.73541054106618
617,1100,700,10.59273118622869,26.035130213615616,-85,-85,26.074956048612798,1350,700,200.11072875690834,17.73541054106618
637,1100,700,10.59273118622869,26.077602459396946,-85,-85,26.035130213615616,1350,700,194.81893957823203,17.73541054106618
657,1100,700,10.59273118622869,25.9816463993744,-85,-85,25.859665714847075,1350,700,189.52715039955572,17.73541054106618
