Tick,Aircraft X,Aircraft Y,Aircraft Heading,A1,A2,A3,A4,Radar X,Radar Y,Radar Azimuth,Radar RPM,Radar Scan Pattern
14,1100,700,290.65106938555664,26.053745949214605,26.077602459396946,-85,-85,1350,700,195.65631948176954,18.472995211910845,circular
34,1100,700,290.65106938555664,26.011117049096303,25.906018829630398,-85,-85,1350,700,205.11622371998658,18.472995211910845,circular
53,1100,700,290.65106938555664,26.053745949214605,26.077602459396946,-85,-85,1350,700,196.1031327462928,18.472995211910845,circular
73,1100,700,290.65106938555664,25.9816463993744,25.859665714847075,-85,-85,1350,700,205.56303698450984,18.472995211910845,circular
92,1100,700,290.65106938555664,26.067010357935978,26.077602459396946,-85,-85,1350,700,196.54994601081606,18.472995211910845,circular
112,1100,700,290.65106938555664,25.9816463993744,25.859665714847075,-85,-85,1350,700,206.0098502490331,18.472995211910845,circular
131,1100,700,290.65106938555664,26.067010357935978,26.077602459396946,-85,-85,1350,700,196.99675927533931,18.472995211910845,circular
151,1100,700,290.65106938555664,25.946643644493044,25.807460623826316,-85,-85,1350,700,206.45666351355635,18.472995211910845,circular
170,1100,700,290.65106938555664,26.067010357935978,26.074956048612798,-85,-85,1350,700,197.44357253986257,18.472995211910845,circular
190,1100,700,290.65106938555664,25.946643644493044,25.807460623826316,-85,-85,1350,700,206.9034767780796,18.472995211910845,circular
209,1100,700,290.65106938555664,26.074956048612798,26.074956048612798,-85,-85,1350,700,197.89038580438583,18.472995211910845,circular
229,1100,700,290.65106938555664,25.946643644493044,25.807460623826316,-85,-85,1350,700,207.35029004260286,18.472995211910845,circular
248,1100,700,290.65106938555664,26.074956048612798,26.074956048612798,-85,-85,1350,700,198.33719906890906,18.472995211910845,circular
267,1100,700,290.65106938555664,25.80746062382631,25.946643644493044,-85,-85,1350,700,189.32410809521522,18.472995211910845,circular
287,1100,700,290.65106938555664,26.077602459396946,26.067010357935978,-85,-85,1350,700,198.78401233343226,18.472995211910845,circular
306,1100,700,290.65106938555664,25.859665714847075,25.9816463993744,-85,-85,1350,700,189.77092135973842,18.472995211910845,circular
326,1100,700,290.65106938555664,26.077602459396946,26.067010357935978,-85,-85,1350,700,199.23082559795546,18.472995211910845,circular
345,1100,700,290.65106938555664,25.859665714847075,25.9816463993744,-85,-85,1350,700,190.21773462426162,18.472995211910845,circular
