Tick,Aircraft X,Aircraft Y,Aircraft Heading,A1,A2,A3,A4,Radar X,Radar Y,Radar Azimuth,Radar RPM,Radar Scan Pattern
16,1100,700,105.85447319455736,-85,-85,26.035130213615616,25.946643644493044,1350,700,204.46424667006556,18.844312633470864,circular
35,1100,700,105.85447319455736,-85,-85,26.067010357935978,26.011117049096303,1350,700,202.50618670601182,18.844312633470864,circular
54,1100,700,105.85447319455736,-85,-85,26.077602459396946,26.053745949214605,1350,700,200.54812674195807,18.844312633470864,circular
73,1100,700,105.85447319455736,-85,-85,26.074956048612798,26.074956048612798,1350,700,198.59006677790433,18.844312633470864,circular
92,1100,700,105.85447319455736,-85,-85,26.053745949214605,26.077602459396946,1350,700,196.63200681385058,18.844312633470864,circular
111,1100,700,105.85447319455736,-85,-85,26.011117049096303,26.067010357935978,1350,700,194.67394684979683,18.844312633470864,circular
130,1100,700,105.85447319455736,-85,-85,25.946643644493044,26.035130213615616,1350,700,192.7158868857431,18.844312633470864,circular
149,1100,700,105.85447319455736,-85,-85,25.859665714847075,25.9816463993744,1350,700,190.75782692168934,18.844312633470864,circular
169,1100,700,105.85447319455736,-85,-85,25.946643644493044,25.807460623826316,1350,700,207.64407959110645,18.844312633470864,circular
188,1100,700,105.85447319455736,-85,-85,26.011117049096303,25.906018829630398,1350,700,205.6860196270527,18.844312633470864,circular
207,1100,700,105.85447319455736,-85,-85,26.053745949214605,25.9816463993744,1350,700,203.72795966299896,18.844312633470864,circular
226,1100,700,105.85447319455736,-85,-85,26.074956048612798,26.035130213615616,1350,700,201.7698996989452,18.844312633470864,circular
245,1100,700,105.85447319455736,-85,-85,26.077602459396946,26.053745949214605,1350,700,199.81183973489146,18.844312633470864,circular
264,1100,700,105.85447319455736,-85,-85,26.067010357935978,26.074956048612798,1350,700,197.85377977083772,18.844312633470864,circular
283,1100,700,105.85447319455736,-85,-85,26.035130213615616,26.077602459396946,1350,700,195.89571980678397,18.844312633470864,circular
302,1100,700,105.85447319455736,-85,-85,25.9816463993744,26.067010357935978,1350,700,193.93765984273023,18.844312633470864,circular
321,1100,700,105.85447319455736,-85,-85,25.906018829630398,26.035130213615616,1350,700,191.97959987867648,18.844312633470864,circular
340,1100,700,105.85447319455736,-85,-85,25.859665714847075,25.9816463993744,1350,700,190.02153991462274,18.844312633470864,circular
360,1100,700,105.85447319455736,-85,-85,25.9816463993744,25.807460623826316,1350,700,206.90779258403984,18.844312633470864,circular
379,1100,700,105.85447319455736,-85,-85,26.035130213615616,25.906018829630398,1350,700,204.9497326199861,18.844312633470864,circular
398,1100,700,105.85447319455736,-85,-85,26.067010357935978,25.9816463993744,1350,700,202.99167265593235,18.844312633470864,circular
417,1100,700,105.85447319455736,-85,-85,26.074956048612798,26.035130213615616,1350,700,201.0336126918786,18.844312633470864,circular
436,1100,700,105.85447319455736,-85,-85,26.077602459396946,26.067010357935978,1350,700,199.07555272782486,18.844312633470864,circular
455,1100,700,105.85447319455736,-85,-85,26.067010357935978,26.077602459396946,1350,700,197.1174927637711,18.844312633470864,circular
474,1100,700,105.85447319455736,-85,-85,26.035130213615616,26.074956048612798,1350,700,195.15943279971737,18.844312633470864,circular
493,1100,700,105.85447319455736,-85,-85,25.9816463993744,26.053745949214605,1350,700,193.20137283566362,18.844312633470864,circular
512,1100,700,105.85447319455736,-85,-85,25.906018829630398,26.011117049096303,1350,700,191.24331287160987,18.844312633470864,circular
531,1100,700,105.85447319455736,-85,-85,25.80746062382631,25.946643644493044,1350,700,189.28525290755613,18.844312633470864,circular
551,1100,700,105.85447319455736,-85,-85,25.9816463993744,25.859665714847075,1350,700,206.17150557697323,18.844312633470864,circular
570,1100,700,105.85447319455736,-85,-85,26.035130213615616,25.946643644493044,1350,700,204.2134456129195,18.844312633470864,circular
589,1100,700,105.85447319455736,-85,-85,26.067010357935978,26.011117049096303,1350,700,202.25538564886574,18.844312633470864,circular
608,1100,700,105.85447319455736,-85,-85,26.077602459396946,26.053745949214605,1350,700,200.297325684812,18.844312633470864,circular
627,1100,700,105.85447319455736,-85,-85,26.074956048612798,26.074956048612798,1350,700,198.33926572075825,18.844312633470864,circular
646,1100,700,105.85447319455736,-85,-85,26.053745949214605,26.077602459396946,1350,700,196.3812057567045,18.844312633470864,circular
