Tick,Aircraft X,Aircraft Y,Aircraft Heading,A1,A2,A3,A4,Radar X,Radar Y,Radar Azimuth,Radar RPM
11,1100,700,79.58884614432039,-85,-85,26.077602459396946,26.053745949214605,1350,700,198.85449792761372,16.38645061618698
33,1100,700,79.58884614432039,-85,-85,26.074956048612798,26.035130213615616,1350,700,199.35641148372744,16.38645061618698
55,1100,700,79.58884614432039,-85,-85,26.074956048612798,26.035130213615616,1350,700,199.85832503984116,16.38645061618698
77,1100,700,79.58884614432039,-85,-85,26.067010357935978,26.011117049096303,1350,700,200.36023859595488,16.38645061618698
99,1100,700,79.58884614432039,-85,-85,26.067010357935978,26.011117049096303,1350,700,200.8621521520686,16.38645061618698
121,1100,700,79.58884614432039,-85,-85,26.053745949214605,25.9816463993744,1350,700,201.36406570818232,16.38645061618698
143,1100,700,79.58884614432039,-85,-85,26.053745949214605,25.9816463993744,1350,700,201.86597926429604,16.38645061618698
165,1100,700,79.58884614432039,-85,-85,26.035130213615616,25.946643644493044,1350,700,202.36789282040976,16.38645061618698
187,1100,700,79.58884614432039,-85,-85,26.035130213615616,25.946643644493044,1350,700,202.86980637652348,16.38645061618698
209,1100,700,79.58884614432039,-85,-85,26.011117049096303,25.906018829630398,1350,700,203.3717199326372,16.38645061618698
231,1100,700,79.58884614432039,-85,-85,26.011117049096303,25.906018829630398,1350,700,203.87363348875093,16.38645061618698
253,1100,700,79.58884614432039,-85,-85,25.9816463993744,25.859665714847075,1350,700,204.37554704486465,16.38645061618698
274,1100,700,79.58884614432039,-85,-85,25.859665714847075,25.9816463993744,1350,700,188.4910099847914,16.38645061618698
296,1100,700,79.58884614432039,-85,-85,25.859665714847075,25.9816463993744,1350,700,188.9929235409051,16.38645061618698
318,1100,700,79.58884614432039,-85,-85,25.906018829630398,26.011117049096303,1350,700,189.49483709701883,16.38645061618698
340,1100,700,79.58884614432039,-85,-85,25.906018829630398,26.011117049096303,1350,700,189.99675065313255,16.38645061618698
362,1100,700,79.58884614432039,-85,-85,25.946643644493044,26.035130213615616,1350,700,190.49866420924627,16.38645061618698
384,1100,700,79.58884614432039,-85,-85,25.946643644493044,26.035130213615616,1350,700,191.00057776536,16.38645061618698
406,1100,700,79.58884614432039,-85,-85,25.9816463993744,26.053745949214605,1350,700,191.5024913214737,16.38645061618698
428,1100,700,79.58884614432039,-85,-85,25.9816463993744,26.053745949214605,1350,700,192.00440487758743,16.38645061618698
450,1100,700,79.58884614432039,-85,-85,26.011117049096303,26.067010357935978,1350,700,192.50631843370115,16.38645061618698
472,1100,700,79.58884614432039,-85,-85,26.011117049096303,26.067010357935978,1350,700,193.00823198981487,16.38645061618698
494,1100,700,79.58884614432039,-85,-85,26.035130213615616,26.074956048612798,1350,700,193.5101455459286,16.38645061618698
516,1100,700,79.58884614432039,-85,-85,26.035130213615616,26.074956048612798,1350,700,194.01205910204231,16.38645061618698
538,1100,700,79.58884614432039,-85,-85,26.053745949214605,26.077602459396946,1350,700,194.51397265815604,16.38645061618698
560,1100,700,79.58884614432039,-85,-85,26.053745949214605,26.077602459396946,1350,700,195.01588621426976,16.38645061618698
582,1100,700,79.58884614432039,-85,-85,26.067010357935978,26.077602459396946,1350,700,195.51779977038348,16.38645061618698
604,1100,700,79.58884614432039,-85,-85,26.067010357935978,26.077602459396946,1350,700,196.01971332649717,16.38645061618698
626,1100,700,79.58884614432039,-85,-85,26.074956048612798,26.074956048612798,1350,700,196.5216268826109,16.38645061618698
648,1100,700,79.58884614432039,-85,-85,26.074956048612798,26.074956048612798,1350,700,197.0235404387246,16.38645061618698
670,1100,700,79.58884614432039,-85,-85,26.077602459396946,26.067010357935978,1350,700,197.52545399483833,16.38645061618698
692,1100,700,79.58884614432039,-85,-85,26.077602459396946,26.067010357935978,1350,700,198.02736755095205,16.38645061618698
714,1100,700,79.58884614432039,-85,-85,26.077602459396946,26.053745949214605,1350,700,198.52928110706577,16.38645061618698
736,1100,700,79.58884614432039,-85,-85,26.077602459396946,26.053745949214605,1350,700,199.0311946631795,16.38645061618698
758,1100,700,79.58884614432039,-85,-85,26.074956048612798,26.035130213615616,1350,700,199.5331082192932,16.38645061618698
780,1100,700,79.58884614432039,-85,-85,26.074956048612798,26.035130213615616,1350,700,200.03502177540693,16.38645061618698
802,1100,700,79.58884614432039,-85,-85,26.067010357935978,26.011117049096303,1350,700,200.53693533152065,16.38645061618698
824,1100,700,79.58884614432039,-85,-85,26.067010357935978,26.011117049096303,1350,700,201.03884888763437,16.38645061618698
846,1100,700,79.58884614432039,-85,-85,26.053745949214605,25.9816463993744,1350,700,201.5407624437481,16.38645061618698
868,1100,700,79.58884614432039,-85,-85,26.053745949214605,25.946643644493044,1350,700,202.0426759998618,16.38645061618698
890,1100,700,79.58884614432039,-85,-85,26.035130213615616,25.946643644493044,1350,700,202.54458955597553,16.38645061618698
912,1100,700,79.58884614432039,-85,-85,26.035130213615616,25.906018829630398,1350,700,203.04650311208925,16.38645061618698
934,1100,700,79.58884614432039,-85,-85,26.011117049096303,25.906018829630398,1350,700,203.54841666820298,16.38645061618698
956,1100,700,79.58884614432039,-85,-85,26.011117049096303,25.859665714847075,1350,700,204.0503302243167,16.38645061618698
978,1100,700,79.58884614432039,-85,-85,25.9816463993744,25.859665714847075,1350,700,204.55224378043042,16.38645061618698
